id,name,publisher,alignment,gender,race,image_url
251,Falcon,Marvel Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/251-falcon.jpg
252,Fallen One II,Marvel Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/252-fallen-one-ii.jpg
253,Faora,DC Comics,bad,Female,Kryptonian,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/253-faora.jpg
254,Feral,Marvel Comics,good,-,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/254-feral.jpg
256,Fin Fang Foom,Marvel Comics,good,Male,Kakarantharaian,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/256-fin-fang-foom.jpg
257,Firebird,Marvel Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/257-firebird.jpg
258,Firelord,Marvel Comics,good,-,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/258-firelord.jpg
259,Firestar,Marvel Comics,good,Female,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/259-firestar.jpg
260,Firestorm,DC Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/260-firestorm.jpg
261,Firestorm,DC Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/261-firestorm.jpg
263,Flash,DC Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/263-flash.jpg
265,Flash II,Black Racer,good,Male,Black Racer,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/265-flash-ii.jpg
266,Flash III,Speed Demon,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/266-flash-iii.jpg
267,Flash IV,Impulse,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/267-flash-iv.jpg
268,Forge,Marvel Comics,good,-,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/268-forge.jpg
269,Franklin Richards,Marvel Comics,good,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/269-franklin-richards.jpg
270,Franklin Storm,Marvel Comics,good,-,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/270-franklin-storm.jpg
271,Frenzy,Marvel Comics,bad,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/271-frenzy.jpg
273,Galactus,Marvel Comics,neutral,Male,Cosmic Entity,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/273-galactus.jpg
274,Gambit,Marvel Comics,good,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/274-gambit.jpg
275,Gamora,Marvel Comics,good,Female,Zen-Whoberian,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/275-gamora.jpg
277,Gary Bell,SyFy,good,Male,Alpha,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/277-gary-bell.jpg
278,General Zod,DC Comics,bad,Male,Kryptonian,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/278-general-zod.jpg
280,Ghost Rider,Marvel Comics,good,Male,Demon,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/280-ghost-rider.jpg
284,Giganta,DC Comics,bad,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/284-giganta.jpg
285,Gladiator,Marvel Comics,neutral,Male,Strontian,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/285-gladiator.jpg
286,Goblin Queen,Marvel Comics,bad,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/286-goblin-queen.jpg
287,Godzilla,-,bad,-,Kaiju,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/287-godzilla.jpg
288,Gog,DC Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/no-portrait.jpg
289,Goku,Shueisha,good,Male,Saiyan,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/289-goku.jpg
294,Gorilla Grodd,DC Comics,bad,Male,Gorilla,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/294-gorilla-grodd.jpg
296,Gravity,Marvel Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/296-gravity.jpg
297,Greedo,George Lucas,bad,Male,Rodian,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/297-greedo.jpg
298,Green Arrow,DC Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/298-green-arrow.jpg
299,Green Goblin,Marvel Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/299-green-goblin.jpg
300,Green Goblin II,Marvel Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/300-green-goblin-ii.jpg
303,Groot,Marvel Comics,good,Male,Flora Colossus,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/303-groot.jpg
305,Guy Gardner,DC Comics,good,Male,Human-Vuldarian,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/305-guy-gardner.jpg
306,Hal Jordan,DC Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/306-hal-jordan.jpg
307,Han Solo,George Lucas,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/307-han-solo.jpg
308,Hancock,Sony Pictures,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/308-hancock.jpg
309,Harley Quinn,DC Comics,bad,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/309-harley-quinn.jpg
310,Harry Potter,J. K. Rowling,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/310-harry-potter.jpg
311,Havok,Marvel Comics,good,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/311-havok.jpg
312,Hawk,DC Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/312-hawk.jpg
313,Hawkeye,Goliath,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/313-hawkeye.jpg
314,Hawkeye II,Marvel Comics,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/314-hawkeye-ii.jpg
315,Hawkgirl,DC Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/315-hawkgirl.jpg
320,Heat Wave,DC Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/320-heat-wave.jpg
321,Hela,Marvel Comics,bad,Female,Asgardian,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/321-hela.jpg
322,Hellboy,Dark Horse Comics,good,Male,Demon,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/322-hellboy.jpg
323,Hellcat,Marvel Comics,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/323-hellcat.jpg
325,Hercules,Marvel Comics,good,Male,Demi-God,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/325-hercules.jpg
327,Hit-Girl,Icon Comics,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/327-hit-girl.jpg
330,Hope Summers,Marvel Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/330-hope-summers.jpg
332,Hulk,Marvel Comics,good,Male,Human / Radiation,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/332-hulk.jpg
333,Human Torch,Marvel Comics,good,Male,Human / Radiation,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/333-human-torch.jpg
334,Huntress,Batgirl III,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/334-huntress.jpg
335,Husk,Marvel Comics,good,Female,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/335-husk.jpg
336,Hybrid,Marvel Comics,good,Male,Symbiote,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/336-hybrid.jpg
337,Hydro-Man,Marvel Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/337-hydro-man.jpg
338,Hyperion,Marvel Comics,good,Male,Eternal,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/338-hyperion.jpg
339,Iceman,Marvel Comics,good,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/339-iceman.jpg
340,Impulse,Flash IV,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/340-impulse.jpg
341,Indiana Jones,George Lucas,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/341-indiana-jones.jpg
342,Indigo,DC Comics,neutral,Female,Alien,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/342-indigo.jpg
343,Ink,Marvel Comics,good,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/343-ink.jpg
344,Invisible Woman,Marvel Comics,good,Female,Human / Radiation,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/344-invisible-woman.jpg
345,Iron Fist,Marvel Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/345-iron-fist.jpg
346,Iron Man,Marvel Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/346-iron-man.jpg
347,Iron Monger,Marvel Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/347-iron-monger.jpg
348,Isis,DC Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/348-isis.jpg
350,Jack of Hearts,Marvel Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/350-jack-of-hearts.jpg
351,Jack-Jack,Dark Horse Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/351-jack-jack.jpg
352,James Bond,Titan Books,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/352-james-bond.jpg
353,James T. Kirk,Star Trek,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/353-james-t.-kirk.jpg
354,Jar Jar Binks,George Lucas,good,Male,Gungan,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/354-jar-jar-binks.jpg
355,Jason Bourne,-,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/355-jason-bourne.jpg
356,Jean Grey,Phoenix,good,Female,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/356-jean-grey.jpg
357,Jean-Luc Picard,Star Trek,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/357-jean-luc-picard.jpg
358,Jennifer Kale,Marvel Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/358-jennifer-kale.jpg
360,Jessica Cruz,DC Comics,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/360-jessica-cruz.jpg
361,Jessica Jones,Power Woman,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/361-jessica-jones.jpg
364,Jim Powell,ABC Studios,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/364-jim-powell.jpg
365,JJ Powell,ABC Studios,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/365-jj-powell.jpg
367,John Constantine,DC Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/367-john-constantine.jpg
369,John Wraith,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/no-portrait.jpg
370,Joker,DC Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/370-joker.jpg
371,Jolt,Marvel Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/371-jolt.jpg
372,Jubilee,Marvel Comics,good,Female,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/372-jubilee.jpg
373,Judge Dredd,Rebellion,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/373-judge-dredd.jpg
374,Juggernaut,Marvel Comics,neutral,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/374-juggernaut.jpg
375,Junkpile,Marvel Comics,bad,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/375-junkpile.jpg
376,Justice,Marvel Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/376-justice.jpg
379,Kang,Iron Lad,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/379-kang.jpg
380,Kathryn Janeway,Star Trek,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/380-kathryn-janeway.jpg
381,Katniss Everdeen,-,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/381-katniss-everdeen.jpg
382,Kevin 11,DC Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/382-kevin-11.jpg
383,Kick-Ass,Icon Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/383-kick-ass.jpg
384,Kid Flash,DC Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/384-kid-flash.jpg
386,Killer Croc,DC Comics,bad,Male,Metahuman,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/386-killer-croc.jpg
387,Killer Frost,DC Comics,bad,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/387-killer-frost.jpg
388,Kilowog,DC Comics,good,Male,Bolovaxian,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/388-kilowog.jpg
389,King Kong,-,good,Male,Animal,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/389-king-kong.jpg
390,King Shark,DC Comics,bad,Male,Animal,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/390-king-shark.jpg
391,Kingpin,Marvel Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/391-kingpin.jpg
392,Klaw,Marvel Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/392-klaw.jpg
393,Kool-Aid Man,-,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/393-kool-aid-man.jpg
394,Kraven II,Marvel Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/394-kraven-ii.jpg
395,Kraven the Hunter,Marvel Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/395-kraven-the-hunter.jpg
396,Krypto,DC Comics,good,Male,Kryptonian,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/396-krypto.jpg
397,Kyle Rayner,DC Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/397-kyle-rayner.jpg
398,Kylo Ren,George Lucas,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/398-kylo-ren.jpg
400,Lady Deathstrike,Marvel Comics,bad,Female,Cyborg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/400-lady-deathstrike.jpg
401,Leader,Marvel Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/401-leader.jpg
402,Leech,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/402-leech.jpg
403,Legion,Marvel Comics,good,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/403-legion.jpg
404,Leonardo,IDW Publishing,good,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/404-leonardo.jpg
405,Lex Luthor,DC Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/405-lex-luthor.jpg
406,Light Lass,DC Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/406-light-lass.jpg
407,Lightning Lad,DC Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/407-lightning-lad.jpg
408,Lightning Lord,DC Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/408-lightning-lord.jpg
409,Living Brain,Marvel Comics,bad,-,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/409-living-brain.jpg
410,Living Tribunal,Marvel Comics,neutral,-,Cosmic Entity,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/410-living-tribunal.jpg
412,Lizard,Marvel Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/412-lizard.jpg
413,Lobo,DC Comics,neutral,Male,Czarnian,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/413-lobo.jpg
414,Loki,Marvel Comics,bad,Male,Asgardian,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/414-loki.jpg
415,Longshot,Marvel Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/415-longshot.jpg
416,Luke Cage,Power Man,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/416-luke-cage.jpg
418,Luke Skywalker,George Lucas,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/418-luke-skywalker.jpg
419,Luna,Marvel Comics,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/419-luna.jpg
421,Mach-IV,Marvel Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/421-mach-iv.jpg
422,Machine Man,Marvel Comics,good,-,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/422-machine-man.jpg
423,Magneto,Marvel Comics,bad,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/423-magneto.jpg
424,Magog,DC Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/424-magog.jpg
425,Magus,Marvel Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/425-magus.jpg
426,Man of Miracles,Image Comics,-,-,God / Eternal,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/426-man-of-miracles.jpg
427,Man-Bat,DC Comics,neutral,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/427-man-bat.jpg
428,Man-Thing,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/428-man-thing.jpg
429,Man-Wolf,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/429-man-wolf.jpg
430,Mandarin,Marvel Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/430-mandarin.jpg
431,Mantis,Marvel Comics,good,Female,Human-Kree,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/431-mantis.jpg
432,Martian Manhunter,DC Comics,good,Male,Martian,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/432-martian-manhunter.jpg
433,Marvel Girl,Marvel Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/433-marvel-girl.jpg
435,Master Chief,Microsoft,good,Male,Human / Altered,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/435-master-chief.jpg
436,Match,DC Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/436-match.jpg
437,Matt Parkman,NBC - Heroes,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/437-matt-parkman.jpg
438,Maverick,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/438-maverick.jpg
439,Maxima,DC Comics,bad,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/439-maxima.jpg
440,Maya Herrera,NBC - Heroes,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/440-maya-herrera.jpg
441,Medusa,Marvel Comics,good,Female,Inhuman,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/441-medusa.jpg
442,Meltdown,Boom-Boom,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/442-meltdown.jpg
443,Mephisto,Marvel Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/443-mephisto.jpg
444,Mera,DC Comics,good,Female,Atlantean,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/444-mera.jpg
445,Metallo,DC Comics,bad,Male,Android,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/445-metallo.jpg
448,Metron,DC Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/448-metron.jpg
449,Micah Sanders,NBC - Heroes,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/449-micah-sanders.jpg
450,Michelangelo,IDW Publishing,good,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/450-michelangelo.jpg
451,Micro Lad,DC Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/451-micro-lad.jpg
452,Mimic,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/452-mimic.jpg
454,Misfit,Batgirl V,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/454-misfit.jpg
455,Miss Martian,DC Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/455-miss-martian.jpg
456,Mister Fantastic,Marvel Comics,good,Male,Human / Radiation,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/456-mister-fantastic.jpg
457,Mister Freeze,DC Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/457-mister-freeze.jpg
458,Mister Knife,Marvel Comics,bad,Male,Spartoi,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/458-mister-knife.jpg
459,Mister Mxyzptlk,DC Comics,bad,Male,God / Eternal,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/459-mister-mxyzptlk.jpg
460,Mister Sinister,Marvel Comics,bad,Male,Human / Altered,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/460-mister-sinister.jpg
461,Mister Zsasz,DC Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/no-portrait.jpg
462,Mockingbird,Marvel Comics,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/462-mockingbird.jpg
463,MODOK,Marvel Comics,bad,Male,Cyborg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/463-modok.jpg
467,Molten Man,Marvel Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/467-molten-man.jpg
469,Monica Dawson,NBC - Heroes,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/469-monica-dawson.jpg
470,Moon Knight,Marvel Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/470-moon-knight.jpg
471,Moonstone,Marvel Comics,bad,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/471-moonstone.jpg
472,Morlun,Marvel Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/472-morlun.jpg
474,Moses Magnum,Marvel Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/474-moses-magnum.jpg
475,Mr Immortal,Marvel Comics,good,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/no-portrait.jpg
476,Mr Incredible,Dark Horse Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/476-mr-incredible.jpg
477,Ms Marvel II,She-Thing,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/477-ms-marvel-ii.jpg
478,Multiple Man,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/478-multiple-man.jpg
479,Mysterio,Marvel Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/479-mysterio.jpg
